開始日,終了日,実行ID,取引ID,段階,種別,in時刻,in価格,ロット
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0010,3,段階2,2016-06-23 15:10:32.811000,104.25000,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0010,4,段階3,2016-06-23 15:10:32.811000,104.20500,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0010,5,段階4,2016-06-23 15:10:32.811000,104.14600,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0010,6,段階5,2016-06-23 15:10:32.811000,104.07700,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0011,1,初回,2016-06-24 11:43:48.375000,98.99500,1.00
2016-06-01,2016-06-30,20260209_032939,20260209_032939-0012,1,初回,2016-06-24 21:12:38.444000,102.75500,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0001,1,初回,2016-07-06 12:36:58.654000,101.01600,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0002,1,初回,2016-07-06 18:09:48.337000,100.43700,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0003,1,初回,2016-07-08 21:29:54.386000,100.24300,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0004,1,初回,2016-07-08 21:29:54.847000,100.23600,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0005,1,初回,2016-07-08 21:30:02.259000,100.76300,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0005,2,段階1,2016-07-08 21:30:02.259000,100.84000,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0005,3,段階2,2016-07-08 21:30:02.259000,100.89100,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0005,4,段階3,2016-07-08 21:30:02.259000,100.93700,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0005,5,段階4,2016-07-08 21:30:02.259000,100.96900,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0005,6,段階5,2016-07-08 21:30:02.259000,101.03400,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0006,1,初回,2016-07-08 21:30:12.313000,101.25400,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0007,1,初回,2016-07-08 21:30:10.390000,101.23300,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0008,1,初回,2016-07-08 21:30:03.515000,100.94600,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0008,2,段階1,2016-07-08 21:30:03.515000,100.99800,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0008,3,段階2,2016-07-08 21:30:03.515000,101.07000,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0008,4,段階3,2016-07-08 21:30:03.515000,101.10500,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0008,5,段階4,2016-07-08 21:30:03.515000,101.14900,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0008,6,段階5,2016-07-08 21:30:03.515000,101.19800,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0009,1,初回,2016-07-26 13:29:38.947000,104.31000,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0010,1,初回,2016-07-27 14:05:15.044000,106.11600,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0011,1,初回,2016-07-28 03:00:18.333000,105.85400,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0012,1,初回,2016-07-29 12:44:10.994000,105.59000,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0013,1,初回,2016-07-29 12:44:09.039000,105.47600,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0013,2,段階1,2016-07-29 12:44:09.039000,105.55400,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0013,3,段階2,2016-07-29 12:44:09.039000,105.57900,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0014,1,初回,2016-07-29 12:44:31.034000,103.37200,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0014,2,段階1,2016-07-29 12:44:31.034000,103.31800,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0014,3,段階2,2016-07-29 12:44:31.034000,103.24600,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0014,4,段階3,2016-07-29 12:44:31.034000,103.21200,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0014,5,段階4,2016-07-29 12:44:31.034000,103.16400,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0014,6,段階5,2016-07-29 12:44:31.034000,103.10200,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0015,1,初回,2016-07-29 12:44:44.211000,102.85500,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0016,1,初回,2016-07-29 12:51:16.774000,102.74000,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0017,1,初回,2016-07-29 15:37:43.700000,103.17400,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0018,1,初回,2016-07-29 21:30:01.581000,103.22600,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0018,2,段階1,2016-07-29 21:30:01.581000,103.17500,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0018,3,段階2,2016-07-29 21:30:01.581000,103.12400,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0018,4,段階3,2016-07-29 21:30:01.581000,103.07300,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0018,5,段階4,2016-07-29 21:30:01.581000,103.02100,1.00
2016-07-01,2016-07-31,20260209_033123,20260209_033123-0018,6,段階5,2016-07-29 21:30:01.581000,102.97500,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0001,1,初回,2016-08-12 21:30:02.138000,101.67400,1.00
2016-08-01,2016-08-31,20260209_033417,20260209_033417-0001,2,段階1,2016-08-12 21:30:02.138000,101.61000,1.00
